,summary,review,rating
9491,Tasty bite indeed!,"This is a good tasting little lunch treat. It's a little higher in calories and fat content than say, their Spinach Dahl (which is very good and good for you) but if I don't have it too often, I figure it won't hurt. I really like the Tasty Bite line--I don't think you can get anything better tasting in a 90-second meal. And no refrigeration required, so easy to keep it in the cupboard at work or home. Nice when I've forgotten my lunch at home!",4.0
9494,Tasty Bite's Best Yet - 10 Stars Out of 5!,"I love all the Tasty Bite flavors, and my husband can't get enough of their Madras Lentils, but for me the Jodhpur Lentils are really REALLY great.  They're closer to restaurant Indian food than packaged, with a complex and bright flavor that just does it for me, and really comes through when served on rice.  And like all the Tasty Bite meals we've tried, they're much lower in sodium than other pre-packaged Indian foods or restaurant foods.",5.0
9499,INTENSE aroma and flavor,"I picked this truffle salt because of the user reviews.  When I opened the jaw, the aroma was like a brick in the face.  I thought that the flavor was going to be watered down, but couldn't be wrong.I read that it was great on eggs, so I took a pinch and added it to my eggs.  When I took a taste I nearly vomited. I may have added too much, or may be like the husband of another reviewer.  This may be just a flavor that is a love it or hate it.  I REALLY wanted to love this stuff, but it's just vile to my taste buds.I gave it 3 stars because I want others to know that they may be cursed with my genetic taste buds.  I envy those of you that love it!!!!!",3.0
9503,Decent truffle salt but deceptive listing,"Fine salt with lovely truffle aroma. HOWEVER, at least some of the aroma is due to ""truffle flavor"" which is listed on the jar but NOT in the Amazon listing. In other words, if you are looking for a truffle salt that isn't enhanced with artificial flavor, skip this one. The flavor is adequate, but I always knock off at least one start for deceptive practices. For this price, I doubt I'll be buying it again, although I've used and enjoyed it.",3.0
9508,truffle salt,"When I look at the label it says 5% truffle so 95% salt.  It smells mostly like salt.  It looks mostly white, with specks of dark spots.  So you are basically paying for the salt.  Like someone said I would need at least 10%.I do not like the real thing concentrated but this is not enough.  I would have to add some myself. It tastes OK if you like salt.",2.0
9510,After a few weeks it smells like rancid chocolate and burnt rubber,"When I opened the jar I couldn't help but say 'WOW'. The truffle smell was great. Unfortunately after a few weeks the smell is gone, replaced with a terrible mixture of rancid chocolate and burnt rubber.I have a deep suspicion that this does not contain any truffle at all, just truffle scent and filler, with the scent having petered out very quickly. We bought a truffle salt from Dean and Deluca and it lasted far far longer, and the taste and smell was much more prominent than in this one.Very disappointed!",1.0
9514,Great product but over-priced here,"Today I purchased this product at my local health food store (which, BTW, is not any bargain hunter's dream).  When I tried the dressing, I enjoyed the taste, as well as its nutritive qualities.  Consequently, I came to Amazon hoping to not only find it, but at a more competitive price.  Unfortunately, that didn't happen.  My local store's normal price is $4.99.  Howver, a (regular monthly) 10% off everything sale was happening today. Factor in local sales tax of 5%.  Considering all of that, my final price was still under five dollars.  Compare this to the current Amazon price of $8.99.  Of course I'm disappointed.Earlier comments about a high shipping price for this item seem to no longer apply, because the product is now shipped free with any $25 order--a policy I always look for!  If Amazon could arrange a more competitive price for this item (perhaps by selling it in six-packs???), then I'd consider purchasing this excellent dressing from Amazon.  Please reconfigure your pricing here, Amazon!UPDATE 10.26.10Amazon, since I last wrote, you've reduced the per/bottle price to $5.49.  I'm glad to see you're apparently responsive to feedback!This new price is no steal, but at least it's somewhat comparable to other retailers.  (Yet, I look to Amazon for super bargains, and not so much for ""regular"" prices.)For example, above I referenced a local health food store whose every day price for this product is $4.99/bottle.  For the month of October, however, that same store has this product on sale for $3.99/bottle.  I figure there's sufficient profit margin to permit a month-long temporary mark down like that.Hence, I repeat: Amazon, consider selling this awesome dressing in 4-packs or 6-packs (or any combination which drops the per/bottle price below $5.49).  In view of your staggering sales volumn, it seems kinda likely that you could arrange a price that beats the every day price of my local health store.To anyone who hasn't tried this yet, sample it!  It's a good risk because you'll likely find it to be very flavorful.  It's healthful, also.  I enjoy it so much that I tend to pour it on all kinds of foods now, in addition to salad.  (If you try it, you'll see what I mean.)",4.0
9519,Ugh - Take out the mint!,We used to drink this all of the time - for years - then it disappeared.  When I found a box I was thrilled!  Until I brewed it...Celestial Seasonings changed the recipe and added peppermint!  Seriously?!?!  So instead of that lovely bright flavor we remember so fondly you get something that tastes like liquid chewing gum - yuck.  Our family is not fond of mint teas.  Guess we are back to SV Teas until CS (HOPEFULLY) change it back.,1.0
9521,great tea,"Great taste when sweetened.Full of antioxidants and vitamin C, I believe.I add it with ginger to make a pot of black tea and chill the tea when it has cooled in used soda bottles.Then, I dilute it with a little ginger ale to taste.Excellent!",5.0
9530,Soothing Relief during flu season,"If you have a cold or cough with chest pain, here is a drink that will sooth your throat. Make it hot and add honey, and your home free.Add your favorite snack and a nice nap and you will be feeling better soon.",5.0
9545,"The best peppermint tea, hands down","I never drank coffee and ended up with a collection of Celestial Seaonings teas in my cupboard.  Until recently, for whatever reason, i was drinking Trader Joe's peppermint tea--I suppose I thought it was cheaper, and it was, but it always seemed weak and i would have to use two bags to get the stomach-soothing effect peppermint is known for.Not so with Celestial Seasonings; I started purchasing this again and it is perfect.  I will never use another brand of peppermint tea.",5.0
9567,Delicate But Intense,"We make a big pot of this refreshing and gently invigorating green tea every morning. It's delicious, a blend of white & green tea leaves that brings out the best in each. I've imbibed a great deal of tea from various parts of the world, and this is an excellent, richly flavorful tea. For fun, we often add a couple of bags ofCelestial Seasonings Herb Tea, Peppermintto the pot; it's a riff on a Moroccan tradition that mixes mint leaves with tea. Enjoy!",5.0
9572,Flavor more like a meek mouse than a spirited dragon,"Although I like many of Celestial Seasonings Herbal varieties, I was not impressed with this green tea blend at all.  My personal hunch is that the reason is not necessarily the quality of the starting products, but the way in which the tea is packaged.  While most of us can and do applaud CS's concern for the environment, unfortunately tea is prone to readily absorb whatever essences it is in the close vicinity of (even the fragrances of orchids or peach blossoms carried on the wind are infused in the new tea buds as they begin to open), so if the tea is not tightly sealed, the leaves go stale and flat quickly, plus they become tainted by the packaging materials (such as paper and cardboard).  So I would appeal to Celestial Seasonings to either abandon their paper-like pouch and folded wax paper bag, or abandon tea (camellia that is) altogether, because when one deeply inhales from this package of tea, the nostril is quickly inundated not with the fresh, garden aroma of quality tea leaves, but with the distinct fragrance of cardboard.Steeped in the cup according to recommendations, the experience does not improve much.  Although the liquor is a deep, golden-greenish color, it is quite thin to the taste, strongly astringent (even soapy), flat, lacking body and character, and unenjoyable.  I tried to give it a little more oomph by using two pouches instead of one per cup, but even that did not seem to have a noticeable impact.  It tasted nearly the same!  It is also still several months from its expiration date, so that shouldn't be the problem.  I would like to note that adding a touch of sweetener and cream did help round off the rough edges and mellow the flavor out, but the liquor was still not strong enough to hold its own, and it thus took on more of a watered down character.I have tried a few other green and white tea varieties, and I should say that I'm not as wild about green tea as the fermented blacks, but there have been some that took me by surprise, such as Good Earth's Lemongrass Green Tea, which I highly recommend if you want a more robust green tea experience.  I so really enjoy that tea, since it has an immense amount of body, is well-balanced, and has a fresh, rich, playful character that embodies a warm summer day.  However, in contrast, I found this selection by CS to be quite boring unfortunately, and I'm sorry to say.  Nevertheless, it is drinkable, so I will probably finish the box, if only for the health benefits.",2.0
9575,"Avoid, a horrible green tea","I have been drinking tea for years. This particular blend of green and white tea by the folks at Celestial Seasonings is quite possibly the worst cup of tea I have ever had. Green tea naturally has a grassy kind of taste to it, but it is very light and hidden behind the smooth, sweet, and slightly bitter taste the rest of the flavor produces. I love the taste of a solid green tea, however this is anything but. I don't know what exactly went wrong with this blend of green and white, but the final product remains consistant no matter how many times I try to give CS a chance to prove it was just a bad batch I have recieved. The smoothness and slightly sweet flavor is totally gone and you are left with nothing, NOTHING but bitter grass. I am not a particularly picky tea drinker folks, I can tell you of the kind I have had which is better than the others, but I still can find enjoyment in most teas I consume. This particular brand is just totally unpleasing to the pallet in every way and there is no way I can possibly recommend you avoid it enough.",1.0
9579,Okay,"This is good, not too fond of the taste though; needs sweetener. I bought it for weight loss, not sure how decaf will workout for losing weight and jump starting my metabolism (anybody know?) but we'll see how it works.",3.0
9580,This is great tea.,"My favorite decaf green tea... not too strong, not too weak.  It has a great flavor!  I sometimes mix it with fresh ginger, an orange peel and &#34;Davidson's mulling spice&#34;.",5.0
9584,Disappointing for green tea,"This decaf green, like every other brand I've tried so far, is not green in color and is missing that light, fresh, ""green"" flavor of a good caffeinated Japanese-style tea.  I'd say it is actually a bit smoky, sort of like a Chinese-style green tea, which is not what I'm looking for.  I like smoky green teas, like Hojicha, but I don't like that flavor in plain green tea.  I've drunk green tea my whole life and tried many kinds from restaurants, groceries and Asian markets, and this one just doesn't do it for me.  It was surprising given the glowing reviews at Amazon that influenced my decision to buy it.  So far Stash's decaf has been the best, but I'll keep searching for better.",2.0
9594,Love This Tea!,I love many of the Celestial Seasons teas but this is one of my favorites. I combine it one on one with their Raspberry Green Tea and get the antioxidents I desire from the Green Tea while still betting that punch of raspberry flavor that I love.,5.0
9605,sweet without sugar,"I like sweet foods and I add at least 2 tablespoons sugar to regular leaf tea, but this is so sweet I don't need to add sugar. I also don't add milk because I prefer the strong herbal taste and milk makes it more bland but creamy. For me personally it helps prevent and reduce headaches and stave off appetite. Highly recommended for people who want to reduce sugar in their diet.",5.0
9608,Very Unique,"The best way I can describe this tea is that it tastes like Big Red chewing gum in liquid form. I must warn you that the further and further you get into the cup, the more peppery it gets. I start out getting the cinnamon, clove and a little of the ginger and by the last three sips, it's all pepper to the point where I have to take a sip of water or iced tea. I've found that if I make this an add a bag of peppermint tea to it, the pepper doesn't hit me as hard.I love herbal teas and although this isn't the worst tea I've ever tasted, it certainly isn't at the top of my list.",3.0
9619,love it!,"Bengal Spice tea is rich with cinnamon and a hint of sweetness.  I drink it with or without honey- it's great either way. The aroma is fantastic!  My nine year old daughter likes it too- though she doesn't steep her bag so long, as the sharp ""spice"" can be a bit overwhelming for her if allowed to become strong.I have to add that we love the artwork on this box as well.  All the Celestial Seasoning boxes are nice, but this one is exceptionally beautiful.",5.0
9620,"3.5 million pounds, really?","This is a very tasty tea - nice and spicy, plenty of cinnamon and the ginger gives a nice bite, and no caffeine.  Every box I've gotten has been fresh.  My gripe however is the lack of strings.  The box claims they save 3.5 million pounds(!?) of landfill waste every year by not using individual wrappers or strings/tags/staples.  That seems like an exaggerated claim, and the lack of strings and staples is a real annoyance in my book.  It means I always should use/carry a spoon in order to agitate the bags a bit while steeping, and remove them from the hot tea.  It's so annoying I even considered only 3 stars.  Mostly I drink tea at the office, and bringing a spoon around with me to meetings is odd, so instead I tend to wait until tea is cooler and use my fingers, which also is odd.  Individual wrappers I can do without because I drink frequently enough the tea doesn't go stale, but please give me strings and staples.",4.0
9628,Tastes like Koolaid,"This tea is good, but nothing amazing, and kind of odd. I use this tea to make iced tea. I use 4-6 teabags and use a little over a half a cup of sugar in a pitcher to make this and the end result tastes like watered down Koolaid. Not exactly what I wanted or expected. I love Koolaid, but if I want Koolaid, I'll just use the regular kind, not this weird watered down version.In my opinion Raspberry Zinger is MUCH better than Wild berry.",3.0
9629,BEWARE OF SOY LECITHIN,"IF YOU'RE SOY SENSITIVE LIKE ME BE AWARE THAT THIS AND OTHER HIBISCUS TEAS BY CELESTIAL SEASONINGS HAVE SOY LECITHIN. IT MAY NOT BE LISTED ON THE WEB BUT WHEN YOU GET IT IN THE MAIL AND READ THE INGREDIENTS ON THE BOX THERE IT IS, SOY LECITHIN. SOY LECITHIN DOESN'T MAKE ME ITCH AS MUCH AS SOYBEAN OIL OR SOY PROTEIN BUT IF I WANT TO GET AN ITCH FREE GOOD NIGHT'S SLEEP I STAY CLEAR OF IT.",2.0
9633,"Strong, not for everyone","Ah, it&#8217;s a definite American story &#8211; in 1969 friends Mo Siegel and Wyck Hay of Colorado began selling the herbal teas that they had previously only made for themselves. From such small beginnings came that famous tea company &#8211; Celestial Seasonings.Among Celestial Seasonings&#8217; many products is Wild Berry Zinger, an herbal infusion that is based on hibiscus, rosehips and chicory, with added flavor provided by black raspberries, strawberries, blueberries, red raspberries, cranberries, cherries and citric acid. Now, as you will be able to tell from the list of ingredients, WBZ has some very strong ingredients indeed, and this product is not for everyone.Wild Berry Zinger has a strong taste that will appeal to those who don&#8217;t want the sort of foo-foo tea that their grandmothers drank. This is a tea that, once tried, you will never forget. If you want a potent brew that will remind you that you are alive, then this is the tea for you. If you want a light and pleasant sipping tea, then look elsewhere!",3.0
9641,OK,"This tastes like Kool-Aid to me, which I'm not a fan of.  This would be Good for kids but I will not reorder.",3.0
9643,Berry medley!,"Celestial Seasonings recent zinger line is much improved from the former hibiscus/rose hip dominated sour tea.  The flavor of this purple red brew was a nice wild berry medley. The mix of natural berry flavor reminded me of kool-aid--in a good way!Celestial Seasonings gets extra points for their packaging: they utilize 100% natural recycled paperboard in their boxes and they don't package each tea bag individually. Instead they use a system of a waxed paper bag inside the box that stays shut when you fold it. It keeps the bags fresh and utilizes less packaging than individually wrapping each bag. The art they use on each box is beautiful as are the quotes and information they put on every surface.Quote from the box: ""The road up and the road down is one and the same thing."" Heraclitus.",3.0
9646,My Favorite of the Zinger Teas!!!,"All I can say is try this wonderful tea!  On a quiet fall, winter, spring afternoon a hot cup of this tea, with the aroma floating through the room relaxes and changes the mood of the entire day to a curl up on the couch with some good music and open the window, take in some fresh air and smile. Goes great with cookies or eggs and cheese or just your pajamas or sweats and a comfy chair.  This is the tea to take a break with or take a walk in the park with.  Enjoy:)",5.0
9647,Stale and not at all fresh,"The tea that I got here was stale. I would not recommend buying this tea here, especially since it ends up costing alot more (if you have to use twice as much tea). Plus you can't return it.",3.0
9659,Disappointing. They really cheapened this product!,"The ""most critical"" review says:Do not buy for the Cranberry Apple and Tangerine Orange!The picture and description is NOT accurate for this product as the shipped package replaces Cranberry Apple and Tangerine Orange with Wild Berry and True Blueberry!- - -A few years back I bought a box of 6 packages of the Fruit Tea Sampler and it was different. As stated above, they have now replaced two of the flavors with cheaper fare. I looked at the graphic before ordering a few days ago and it said 18 tea bags. I wondered how they could do this. What I got before was 5 flavors, 4 tea bags each. Yes, 5 times 4 = 20. How did they get 5 flavors and only 18 tea bags? Well, I found out today when I received the package, the obvious fact being that two of the flavors only have 3 tea bags, being two of the better flavors, Raspberry Zinger and Country Peach Passion. Doh!",2.0
9662,lack luster,I'm glad I bought the sampler instead of individual boxes because I didn't particularly like any of them.  The flavor of each is pretty weak.,2.0
9668,"Large package, so-so flavores","I liked being able to get a whole lot of tea in one go, it comes with a lot of tea with some variety. Each type of tea is put in its own cute little package inside the tea box.I am not partial to the flavors. They seem to artificial to me. Without sweetener, they don't have much flavor, and with sugar they taste a little like kool-aid. The berry flavors were the best, the peach is not palatable.NOTE that the product description on this page is (currently) INCORRECT. Go by the picture for the flavors included.A single tea bag could be used for two cups of tea, but was best for only 1 cup, maybe a cup and a half.All in all, convenient package, I like the variety, but only so-so flavors. I would not purchase any of the teas individually, and will not restock my tea cupboard with the sampler.Update 1-7-11:I have tried a couple new variety packs, and recommend either thisStash Premium Green Teavariety pack, which has some fruit flavors that are delicious, or thisStash Premium Herbal Teavariety pack which I like much better than the Celestial package.",3.0
9671,Very Good - True Fruit Taste,"Never been a lover of herbal teas, but middle age has brought on bouts of insomnia :( very sad - anyway - I finally figured out that my great love of tea has been keeping me awake at night and have actually been ""craving"" herbal teas.  I tried and disliked them intensely when they were popular in the 90's, but took another try at it again a few days ago.My biggest problem with them was how any fruit tea tasted so ""herby"" to me.  But not anymore.  These teas, and I've tried them but the peach, taste like real fruit.  There is an herbal taste, but it's mellowed, rounded and in the background.  I actually like them a lot.  I am sitting here with the black cherry steaming in a cup and, again, save the slightest herbal taste, it reminds me a life saver cherry candy.  I actually taste a definite ""tartness"" in the after taste, which I love.So I'm sold.  The blueberry and raspberry were outstanding and very true to their namesake - and they smell good.  Tried both last night and realized that my kitchen smelled like ""fruit juice"" when I woke up this morning.  I was delighted by that. :)",5.0
9672,MIsleading Description,"The tea's fine but the flavors shown in the item picture and listed in the product description were not the same as received earlier in the week.  Cranberry and Tangerine were replaced by Wild Berry and True Blueberry. I called this to Amazon's attention after receiving mine.Now the photograph appears to have finally been updated but the ""Product Features"" is still reading:""Includes four bags of Raspberry Zinger, Country Peach Passion, Black Cherry Berry, Cranberry Apple Zinger, and Tangerine Orange Zinger""At least they're making an effort so this review is based on the tea itself.It's pretty good but personally I think the flavors of most of the Celestial Seasonings fruit teas I've tried thus far are somewhat weak unless brewed for a full 5-6 minutes.  The peach especially benefits from a little extra time, after which it becomes very good and most soothing - more peach pie than fresh peach.  The no individual packaging is nice and convenient but, really, would a couple inches of string be that much of a strain on the environment?  Really, really hate having to dig the bag out with a fork.",4.0
9673,great tasting tea,"i just purchase the tea today and i already enjoy it,,,there's different flavor and 5 in each flavor packet this is going to last me a long long time....great bye thank  you *Lord*.",5.0
9677,Where's the Chocolate?,Nice spicy tea -- but I wanted a chocolate caramel tea! Can't taste any chocolate and the bit of caramel flavor is drowned out by the strong spiciness. I won't buy this flavor again.,2.0
9679,Spicy but not much chocolate flavor,I love this brand of teas but this version is more of a spice tea than a sweet tea. Not my cup of tea! But if you like spicy teas then this is for you.,2.0
9680,"Goes well with pastries, but not for everyone","Ah, it's a definitely American story - in 1969 friends Mo Siegel and Wyck Hay of Colorado began selling the herbal teas that they had previously only made for themselves. From such small beginnings came that famous tea company - Celestial Seasonings.Among Celestial Seasonings' many products is Caramel Enchantment Chai Tea. ""Chai"" comes from the Hindi word for tea, but in the West it is interpreted as Masala Chai, Indian spiced tea. This tea is an interesting version of Indian spiced tea, based on black tea, spiced with cinnamon, ginger, cloves, cardamom, nutmeg, black pepper and Chinese star anise.Now, as you might expect from that description, this is a spicy tea. The different spices add up to a unique smell and taste that is not for everyone. Personally, I did not notice a particularly a chocolaty or caramely taste - the cinnamon, ginger and cloves seem to predominate. I added some milk, which helped smooth out the taste, and made for a much more enjoyable drink. Indeed, with the milk, this tea is quite interesting, and goes quite well with pastries.So, if you want to try a fascinatingly different herbal tea, then get Celestial Seasoning's Chocolate Caramel Enchantment Chai tea!",3.0
9695,Great flavor vs pesticide rumors?,These have a great mild flavor but I've recently read celestial seasonings is using a higher than acceptable amount of pesticides in their tea leaves.,2.0
9702,"Delicious, with an interesting exotic taste","Ah, it's a definite American story - in 1969 friends Mo Siegel and Wyck Hay of Colorado began selling the herbal teas that they had previously only made for themselves. From such small beginnings came that famous tea company - Celestial Seasonings.Among Celestial Seasonings' many products is a new and exciting tea - Perfectly Pear White tea. White tea is relatively new to the West, but is an old secret of China. White tea is tea made from new growth buds and young leaves which have been steamed and then dried. Celestial Seasonings took this delicate flavored tea, and made it a wonderful drink by adding pear and vanilla.Now, one word of warning: you must be careful with this tea, as I have found that it tastes excellent with a short steep time, but quickly turns bitter and unpalatable if over-steeped. But, that said, this is a great tea, one that tastes excellent hot, and very good iced. (Some prefer it iced, I prefer it hot.) So, if you want delicious new tea, one with an interesting exotic taste, then get Celestial Seasonings Perfectly Pear White Tea. I highly recommend it!",5.0
9710,"Wonderful tea, clearly not fresh","I've bought this at my local grocer for some time and love it so I was happy to see it here. However, what I got here was stale and required 2 bags instead of 1 for the same cup of hot water. The teabags seem really stale. I would not recommend buying this tea here, especially since it ends up costing alot more (if you have to use twice as much tea). Plus you can't return it.",3.0
9715,"GREAT FOR THE PRICE, BUT BELOW AVERAGE RED TEA","It's a below average rooibos red tea, which is still priced to make it a great deal. Go for this tea if you are a deal hunter. Not recommend for a true tea lover.",2.0
9717,What I imagine dishwater tastes like...,"I love tea.  I was so excited to try this, because of health benefits, as well as the supposedly delicious taste.  I bought the whole case with the intention of enjoying some myself and giving some as presents.  The reviews were so positive, and I thought the vanilla would have to make it wonderful no matter what.  But, I was wrong.  To my taste, this tea is awful.  It's nearly tasteless (which I do not consider a benefit in tea), but what I did taste wasn't very nice.  After one cup, I threw away the box I'd opened and put the unopened boxes where people could take them if they wanted.  I wouldn't have given it to anyone as a gift.",1.0
9718,Made me an avid tea drinker,"I believe it was in Best Life magazine that I read about this tea, and about the claimed health benefits of rooibos tea. I picked up a box at Whole Foods and from my first whiff, I was in love. Although my wife is a regular drinker of Starbucks' chai tea latte, I've never been a big tea drinker. (My brief foray into peppermint and chamomille teas notwithstanding; I was young and I was following my father's lead.) Now I drink at least two cups a day of MVR, plus a Thermos-ful at work. At first I was drinking it with half-and-half andMadhava Pure Organic Raw Agave Nectar, but I've cut out the half-and-half. I would prefer to have at least a little caffeine, but I guess I'll have to drink coffee or black tea for that. (Lipton Black Pearltea isn't too bad, and the pyramidal bag is nifty.)So count me an enthusiastic fan. I am a little surprised at the price here, though, considering that it's available at Target and Vons for less than $2 per box.",5.0
9722,Love it!,"I've been enjoying this tea regularly for several years now.  I love Rooibos tea to start with and the vanilla is subtle and not too sweet or fake tasting.  If you aren't familiar with Rooibos teas I describe them as smelling like caramel and twigs!  Earthy, slightly toasty and sweet enough to enjoy without adding anything!  I'll continue to buy this as one of my favorite tea staples along with Celestial Seasoning's Perfectly Pear :)",5.0
9727,"Homemade vanilla frosting, just like Grandma made","WOW !  I found myself ""tasting"" a sugar cookie with vanilla frosting.  The vanilla flavor is genuine and truly delicious,the color is pretty as well.  After the second cup, I believe that I can make the switch from coffee to tea.  Celestial Seasonings have outdone themselves !",5.0
9730,I'm one of the few that don't care for this tea,"After reading the review by ""That Chatty Gal"" I have to agree with her. I really wanted to like this tea. What's better than Madagascar Vanilla and Tea? I love both so this seemed like a wonderful choice. Unfortunately for me, the tea smelled like tobacco (good tobacco if that matters!) but had a syrupy sweet taste and no real depth of flavor. I also tried it with soymilk, honey, sugar, milk, and both cold and iced. Still, I was unable to even drink one cup because I just didn't find this to be a pleasant experience. I used about half of the box trying to make it work, but it didn't.On the other hand, my children really enjoy this tea so I think this is one of the teas that you either love or hate. As for me, I'll stick with Celestial Seasonings Chai teas if I'm in the mood for a sweet tea with milk and sugar.",2.0
9734,Celestial Seasonings Madagascar Vanilla Red Tea,"One of my husband's favorite teas but not always available locally. With Subscribe & Save, he can be assured of a constant supply at a good price.",5.0
9736,Not my cuppa tea at all - fruity earthy and sweet rolled together,"I wanted to love this tea. The reviews here were so motivating. I was seeking a tea I could drink daily with no caffeine, that also would not upset my sensitive stomach. Rooibos sounded like the answer. However, I absolutely am repulsed by the smell (both out of the box and after tea is infused), as well as by the taste and after-taste. I wish I loved it - I love the benefits it is supposed to have for health - but I loathe drinking it. I tried it (1) straight and hot (2) with sugar (3) with sugar and milk. All were horrible. It tastes strangely fruity - but there is an earthy taste that I just can't place that rises up and fills your senses. The aftertaste is like an artificial fruity taste, maybe artificial vanilla. Oh my it is awful. The color is quite pretty - it looks like a cup of pumpkin pie when you add milk - but I just can't down this beverage. Maybe if you like herbals as a rule that are fruity - you will like this beverage. I on the other hand love the flavor of black or green teas. I tolerate the taste of chamomile and peppermint. But this is just too much to ask. No rooibos for me. Sorry!",1.0
9739,Long time customer,"I've been drinking this tea every night since my college days, I am now 28 years old. This tea relaxes my mind and body and helps me fall asleep fast.",5.0
9743,Not as good as Sleepytime Extra,"Back in the days when Celestial Seasonings got started, this was the tea to lull you to sleep. Then the Hain company acquired them and started diversifying the Celestial Seasonings product line. There are now about half a dozen varieties of Sleepytime teas, including this one and another formula for kids. This version will relax you, but it doesn't have the secret ingredient found in Sleepytime Extra that will knock you out and keep you in la-la land for a good 6-8 hours. Valarian is what does that, and it's only in Sleepytime Extra. You'll pay more for the ""Extra,"" but it's a much better formula, if you really need a solid night's sleep.",3.0
9744,Very good bedtime tea or tea for car or motion sickness!,"I have been purchasing and drinking this tea for years.In fact since Mo Siegel used to advertise it on TV..now that is a long time ago. It really helps calm frazzled adults as well as hyper children before bed. But what is more share worthy is the fact that it is a great tea for children that suffer from motion sickness.Our oldest daughter used to be car sick all the time. We carried an endless supply of ""baggies"" for her as she would 8 out of 10 times relieve herself when commuting back and forth to school.We discovered that this tea, given 20 minutes before the ride and every hour or so on long family trips curtailed her horrid events completely. The main ingredient is chamomile and it really helps relieve motion sickness and soothe frazzled nerves.",5.0
9757,I love the smell of this tea and the flavor,"I drink a lot of tea and I've tried many different brands and flavors. This is one of my most favorite teas. My only complaint is that the wonderful spice flavor it's quite strong enough for me. I love the smell of the spices; the cinnamon, cloves and other spices. The blend between the apple flavor and cinnamon and spices is about equal; no one over powers the others. Other brands I've tried are way more apple or no apple at all (depending on the brand) but none I've tried have the blend of spices, which I love in this tea. I really think liking the flavor of a tea is personal preference, but If you're a tea drinker I think this one is worth a try.",5.0
9763,To Much Cinnamon,This is a good cold weather tea - BUT very strong on the cinnamon side of the equation... I was expecting more apple flavor.  Most likely won't buy again but then I still have plenty left... will last a long time I'm guessing.,3.0
9766,Deliciously addicting!,"I love this tea! I have Meniere's, which means caffeine is very restricted. I'm not a real fan of tea, but tried this flavor out when it was on sale and love it! It's naturally sweet, has 0 calories, 0 fat & 0 sugar. Yes the flavor of cinnamon is dominant, and the apple spice flavor tastes like a delicious apple. This in one of those teas where you wrap your hands around the mug to warm up and savor the smell & taste. I've heard that cinnamon is good for your health & cinnamon is the first ingredient listed on the package. Great price! Packaged well, and was here in two day w/ Amazon prime.",5.0
9769,Overwhelmed by cinnamon taste,I love the strong scent of this tea and it tingles my throat after I have myself a sip. It could've have been better if this tea had more sweetness of an apple because it is rather bitter. I'm not too sure if I would buy this flavour of celestial tea but I certainly enjoyed other ones.,3.0
9770,"Naturally sweet, amazing flavor","This tea is really comforting. It's a lot of cinnamon, and some apple in the background. I think it can get extremely spicy if you aren't careful when steeping it though. I microwave a huge 8-10 oz mug filled with water, then steep for 5 minutes. It definitely doesn't need any added sugar. It's sweet by itself, almost too sweet if you let it steep for too long. I",5.0
9772,Maybe it's just me,"I bought this tea on a whim thinking it would be perfect for this autumn and winter. When I opened the box, the smell was fantastic. I had such high hopes for this tea, but was sorely disappointed. It was much too sweet for me. I was expecting something that was heavily spiced, but it seems like the apple flavor is more prominent.I didn't want it to go to waste, so I experimented, trying different things in hopes that my taste buds would be satisfied. I tried steeping it for a short period of time, making iced tea, adding a splash of milk, adding more cinnamon, etc. Nothing seemed to do it for me. I really wanted to like this tea, because it smells so great, but I guess I'll be on the look-out for something else.",2.0
9776,"Great tea, convenient packaging- my daily morning pick me up","I love this tea,bought it on a whim and now I can't live without it.Drink it every morning",5.0
9777,A *Gooder* for sure,"This tea has become a favorite.  I use two bags per cup... has a nice orange/tangerine flavor, I will definitely buy often.",5.0
9779,Beautiful rosy-red orange tea,"The original Red Zinger formula had about twenty herbs and made a red, sour-sweet minty tea that was original and popular. The formula was revised maybe 20 years ago to a simpler hibiscus-rose hip mix and still makes a nice, red tea. Various fruit essences were added, such as raspberry, mountain berries and now tangerine orange. This is somewhat different than Mandarin Spice (no cinnamon or clove) and it's very like Red Zinger with a slight tangerine overtone. It's delicious hot, but if you like juices or your kids love juice, you can make up this tea to a rather strong brew, chill it, and mix it fifty-fifty with your juice of choice (apple, cranberry, grape for example. I don't think orange would be that good, but it might, who knows?)The idea is to cut the sugar of juices down and still have a refreshing cold beverage. Drinking this mixed with juice will cut your sugar intake and your juice bill. And it's a healthy tea.We drink it all winter long, keeping a hot water pot going and making big mugs of tea to stay hydrated and it even keeps you warm. Sipping hot, sugar-free tea keeps you from eating junk, satisfies your sweet tooth and keeps you away from artificial sweeteners, caffeine and other less-healthy beverages.",5.0
